serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder
Nirsevimab_TIM1,RSV B 2024,1,1000,F2,B2024 TIM1,Cell_Line_2,0.008424,24.11.07
Nirsevimab_TIM1,RSV B 2024,1,250,F3,B2024 TIM1,Cell_Line_2,0.00539,24.11.07
Nirsevimab_TIM1,RSV B 2024,1,62.5,F4,B2024 TIM1,Cell_Line_2,0.01242,24.11.07
Nirsevimab_TIM1,RSV B 2024,1,15.62,F5,B2024 TIM1,Cell_Line_2,0.03314,24.11.07
Nirsevimab_TIM1,RSV B 2024,1,3.906,F6,B2024 TIM1,Cell_Line_2,0.6124,24.11.07
Nirsevimab_TIM1,RSV B 2024,1,0.9766,F7,B2024 TIM1,Cell_Line_2,0.9013,24.11.07
Nirsevimab_TIM1,RSV B 2024,1,0.2441,F8,B2024 TIM1,Cell_Line_2,1.146,24.11.07
Nirsevimab_TIM1,RSV B 2024,1,0.06104,F9,B2024 TIM1,Cell_Line_2,0.9146,24.11.07
Nirsevimab_TIM1,RSV B 2024,1,0.01526,F10,B2024 TIM1,Cell_Line_2,1.075,24.11.07
Nirsevimab_TIM1,RSV B 2024,2,1000,G2,B2024 TIM1,Cell_Line_2,0.005064,24.11.07
Nirsevimab_TIM1,RSV B 2024,2,250,G3,B2024 TIM1,Cell_Line_2,0.001772,24.11.07
Nirsevimab_TIM1,RSV B 2024,2,62.5,G4,B2024 TIM1,Cell_Line_2,0.003774,24.11.07
Nirsevimab_TIM1,RSV B 2024,2,15.62,G5,B2024 TIM1,Cell_Line_2,0.0299,24.11.07
Nirsevimab_TIM1,RSV B 2024,2,3.906,G6,B2024 TIM1,Cell_Line_2,0.3845,24.11.07
Nirsevimab_TIM1,RSV B 2024,2,0.9766,G7,B2024 TIM1,Cell_Line_2,1.118,24.11.07
Nirsevimab_TIM1,RSV B 2024,2,0.2441,G8,B2024 TIM1,Cell_Line_2,0.8722,24.11.07
Nirsevimab_TIM1,RSV B 2024,2,0.06104,G9,B2024 TIM1,Cell_Line_2,0.9033,24.11.07
Nirsevimab_TIM1,RSV B 2024,2,0.01526,G10,B2024 TIM1,Cell_Line_2,0.7974,24.11.07
Pooled Sera_TIM1,RSV B 2024,1,0.025,D2,B2024 TIM1,Cell_Line_2,0.001601,24.11.07
Pooled Sera_TIM1,RSV B 2024,1,0.008333,D3,B2024 TIM1,Cell_Line_2,0.005221,24.11.07
Pooled Sera_TIM1,RSV B 2024,1,0.002778,D4,B2024 TIM1,Cell_Line_2,0.1271,24.11.07
Pooled Sera_TIM1,RSV B 2024,1,0.0009259,D5,B2024 TIM1,Cell_Line_2,0.3789,24.11.07
Pooled Sera_TIM1,RSV B 2024,1,0.0003086,D6,B2024 TIM1,Cell_Line_2,0.6179,24.11.07
Pooled Sera_TIM1,RSV B 2024,1,0.0001029,D7,B2024 TIM1,Cell_Line_2,0.8007,24.11.07
Pooled Sera_TIM1,RSV B 2024,1,3.429e-05,D8,B2024 TIM1,Cell_Line_2,1.042,24.11.07
Pooled Sera_TIM1,RSV B 2024,1,1.143e-05,D9,B2024 TIM1,Cell_Line_2,1.036,24.11.07
Pooled Sera_TIM1,RSV B 2024,1,3.81e-06,D10,B2024 TIM1,Cell_Line_2,1.364,24.11.07
Pooled Sera_TIM1,RSV B 2024,2,0.025,E2,B2024 TIM1,Cell_Line_2,0.001283,24.11.07
Pooled Sera_TIM1,RSV B 2024,2,0.008333,E3,B2024 TIM1,Cell_Line_2,0.002891,24.11.07
Pooled Sera_TIM1,RSV B 2024,2,0.002778,E4,B2024 TIM1,Cell_Line_2,0.04198,24.11.07
Pooled Sera_TIM1,RSV B 2024,2,0.0009259,E5,B2024 TIM1,Cell_Line_2,0.4725,24.11.07
Pooled Sera_TIM1,RSV B 2024,2,0.0003086,E6,B2024 TIM1,Cell_Line_2,0.6954,24.11.07
Pooled Sera_TIM1,RSV B 2024,2,0.0001029,E7,B2024 TIM1,Cell_Line_2,0.8788,24.11.07
Pooled Sera_TIM1,RSV B 2024,2,3.429e-05,E8,B2024 TIM1,Cell_Line_2,0.957,24.11.07
Pooled Sera_TIM1,RSV B 2024,2,1.143e-05,E9,B2024 TIM1,Cell_Line_2,1.142,24.11.07
Pooled Sera_TIM1,RSV B 2024,2,3.81e-06,E10,B2024 TIM1,Cell_Line_2,1.009,24.11.07
87_9_TIM1,RSV B 2024,1,0.025,B2,B2024 TIM1,Cell_Line_2,0.001052,24.11.07
87_9_TIM1,RSV B 2024,1,0.008333,B3,B2024 TIM1,Cell_Line_2,0.001504,24.11.07
87_9_TIM1,RSV B 2024,1,0.002778,B4,B2024 TIM1,Cell_Line_2,0.05013,24.11.07
87_9_TIM1,RSV B 2024,1,0.0009259,B5,B2024 TIM1,Cell_Line_2,0.248,24.11.07
87_9_TIM1,RSV B 2024,1,0.0003086,B6,B2024 TIM1,Cell_Line_2,0.9563,24.11.07
87_9_TIM1,RSV B 2024,1,0.0001029,B7,B2024 TIM1,Cell_Line_2,1.255,24.11.07
87_9_TIM1,RSV B 2024,1,3.429e-05,B8,B2024 TIM1,Cell_Line_2,1.342,24.11.07
87_9_TIM1,RSV B 2024,1,1.143e-05,B9,B2024 TIM1,Cell_Line_2,1.244,24.11.07
87_9_TIM1,RSV B 2024,1,3.81e-06,B10,B2024 TIM1,Cell_Line_2,1.095,24.11.07
87_9_TIM1,RSV B 2024,2,0.025,C2,B2024 TIM1,Cell_Line_2,0.001725,24.11.07
87_9_TIM1,RSV B 2024,2,0.008333,C3,B2024 TIM1,Cell_Line_2,0.006993,24.11.07
87_9_TIM1,RSV B 2024,2,0.002778,C4,B2024 TIM1,Cell_Line_2,0.01983,24.11.07
87_9_TIM1,RSV B 2024,2,0.0009259,C5,B2024 TIM1,Cell_Line_2,0.3492,24.11.07
87_9_TIM1,RSV B 2024,2,0.0003086,C6,B2024 TIM1,Cell_Line_2,1.11,24.11.07
87_9_TIM1,RSV B 2024,2,0.0001029,C7,B2024 TIM1,Cell_Line_2,1.193,24.11.07
87_9_TIM1,RSV B 2024,2,3.429e-05,C8,B2024 TIM1,Cell_Line_2,1.399,24.11.07
87_9_TIM1,RSV B 2024,2,1.143e-05,C9,B2024 TIM1,Cell_Line_2,1.559,24.11.07
87_9_TIM1,RSV B 2024,2,3.81e-06,C10,B2024 TIM1,Cell_Line_2,1.048,24.11.07
Nirsevimab_293T,RSV B 2024,1,1000,F2,B2024 293T,Cell_Line_2,0.02315,24.11.07
Nirsevimab_293T,RSV B 2024,1,250,F3,B2024 293T,Cell_Line_2,0.06213,24.11.07
Nirsevimab_293T,RSV B 2024,1,62.5,F4,B2024 293T,Cell_Line_2,0.0623,24.11.07
Nirsevimab_293T,RSV B 2024,1,15.62,F5,B2024 293T,Cell_Line_2,0.04651,24.11.07
Nirsevimab_293T,RSV B 2024,1,3.906,F6,B2024 293T,Cell_Line_2,0.2414,24.11.07
Nirsevimab_293T,RSV B 2024,1,0.9766,F7,B2024 293T,Cell_Line_2,1.113,24.11.07
Nirsevimab_293T,RSV B 2024,1,0.2441,F8,B2024 293T,Cell_Line_2,0.9009,24.11.07
Nirsevimab_293T,RSV B 2024,1,0.06104,F9,B2024 293T,Cell_Line_2,1.133,24.11.07
Nirsevimab_293T,RSV B 2024,1,0.01526,F10,B2024 293T,Cell_Line_2,0.9233,24.11.07
Nirsevimab_293T,RSV B 2024,2,1000,G2,B2024 293T,Cell_Line_2,0.00852,24.11.07
Nirsevimab_293T,RSV B 2024,2,250,G3,B2024 293T,Cell_Line_2,0.05149,24.11.07
Nirsevimab_293T,RSV B 2024,2,62.5,G4,B2024 293T,Cell_Line_2,0.0635,24.11.07
Nirsevimab_293T,RSV B 2024,2,15.62,G5,B2024 293T,Cell_Line_2,0.05486,24.11.07
Nirsevimab_293T,RSV B 2024,2,3.906,G6,B2024 293T,Cell_Line_2,0.6471,24.11.07
Nirsevimab_293T,RSV B 2024,2,0.9766,G7,B2024 293T,Cell_Line_2,0.829,24.11.07
Nirsevimab_293T,RSV B 2024,2,0.2441,G8,B2024 293T,Cell_Line_2,0.9405,24.11.07
Nirsevimab_293T,RSV B 2024,2,0.06104,G9,B2024 293T,Cell_Line_2,1.04,24.11.07
Nirsevimab_293T,RSV B 2024,2,0.01526,G10,B2024 293T,Cell_Line_2,0.9768,24.11.07
Pooled Sera_293T,RSV B 2024,1,0.025,D2,B2024 293T,Cell_Line_2,0.01042,24.11.07
Pooled Sera_293T,RSV B 2024,1,0.008333,D3,B2024 293T,Cell_Line_2,0.1025,24.11.07
Pooled Sera_293T,RSV B 2024,1,0.002778,D4,B2024 293T,Cell_Line_2,0.1464,24.11.07
Pooled Sera_293T,RSV B 2024,1,0.0009259,D5,B2024 293T,Cell_Line_2,0.6631,24.11.07
Pooled Sera_293T,RSV B 2024,1,0.0003086,D6,B2024 293T,Cell_Line_2,0.8486,24.11.07
Pooled Sera_293T,RSV B 2024,1,0.0001029,D7,B2024 293T,Cell_Line_2,1.235,24.11.07
Pooled Sera_293T,RSV B 2024,1,3.429e-05,D8,B2024 293T,Cell_Line_2,1.177,24.11.07
Pooled Sera_293T,RSV B 2024,1,1.143e-05,D9,B2024 293T,Cell_Line_2,0.973,24.11.07
Pooled Sera_293T,RSV B 2024,1,3.81e-06,D10,B2024 293T,Cell_Line_2,1.666,24.11.07
Pooled Sera_293T,RSV B 2024,2,0.025,E2,B2024 293T,Cell_Line_2,0.009878,24.11.07
Pooled Sera_293T,RSV B 2024,2,0.008333,E3,B2024 293T,Cell_Line_2,0.04063,24.11.07
Pooled Sera_293T,RSV B 2024,2,0.002778,E4,B2024 293T,Cell_Line_2,0.03928,24.11.07
Pooled Sera_293T,RSV B 2024,2,0.0009259,E5,B2024 293T,Cell_Line_2,0.382,24.11.07
Pooled Sera_293T,RSV B 2024,2,0.0003086,E6,B2024 293T,Cell_Line_2,0.521,24.11.07
Pooled Sera_293T,RSV B 2024,2,0.0001029,E7,B2024 293T,Cell_Line_2,1.088,24.11.07
Pooled Sera_293T,RSV B 2024,2,3.429e-05,E8,B2024 293T,Cell_Line_2,1.157,24.11.07
Pooled Sera_293T,RSV B 2024,2,1.143e-05,E9,B2024 293T,Cell_Line_2,1.25,24.11.07
Pooled Sera_293T,RSV B 2024,2,3.81e-06,E10,B2024 293T,Cell_Line_2,0.9131,24.11.07
87_9_293T,RSV B 2024,1,0.025,B2,B2024 293T,Cell_Line_2,0.007063,24.11.07
87_9_293T,RSV B 2024,1,0.008333,B3,B2024 293T,Cell_Line_2,0.007577,24.11.07
87_9_293T,RSV B 2024,1,0.002778,B4,B2024 293T,Cell_Line_2,0.0723,24.11.07
87_9_293T,RSV B 2024,1,0.0009259,B5,B2024 293T,Cell_Line_2,0.3875,24.11.07
87_9_293T,RSV B 2024,1,0.0003086,B6,B2024 293T,Cell_Line_2,0.5906,24.11.07
87_9_293T,RSV B 2024,1,0.0001029,B7,B2024 293T,Cell_Line_2,0.8511,24.11.07
87_9_293T,RSV B 2024,1,3.429e-05,B8,B2024 293T,Cell_Line_2,0.875,24.11.07
87_9_293T,RSV B 2024,1,1.143e-05,B9,B2024 293T,Cell_Line_2,1.175,24.11.07
87_9_293T,RSV B 2024,1,3.81e-06,B10,B2024 293T,Cell_Line_2,0.972,24.11.07
87_9_293T,RSV B 2024,2,0.025,C2,B2024 293T,Cell_Line_2,0.006875,24.11.07
87_9_293T,RSV B 2024,2,0.008333,C3,B2024 293T,Cell_Line_2,0.009313,24.11.07
87_9_293T,RSV B 2024,2,0.002778,C4,B2024 293T,Cell_Line_2,0.04491,24.11.07
87_9_293T,RSV B 2024,2,0.0009259,C5,B2024 293T,Cell_Line_2,0.3409,24.11.07
87_9_293T,RSV B 2024,2,0.0003086,C6,B2024 293T,Cell_Line_2,1.158,24.11.07
87_9_293T,RSV B 2024,2,0.0001029,C7,B2024 293T,Cell_Line_2,1.345,24.11.07
87_9_293T,RSV B 2024,2,3.429e-05,C8,B2024 293T,Cell_Line_2,1.192,24.11.07
87_9_293T,RSV B 2024,2,1.143e-05,C9,B2024 293T,Cell_Line_2,0.9214,24.11.07
87_9_293T,RSV B 2024,2,3.81e-06,C10,B2024 293T,Cell_Line_2,1.562,24.11.07
