serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder
85_1,Influenza H3 2022,1,0.025,F2,MA22 P1,H3_Historical_Sera_2,1.175,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,1,0.008333,F3,MA22 P1,H3_Historical_Sera_2,1.424,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,1,0.002778,F4,MA22 P1,H3_Historical_Sera_2,0.917,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,1,0.0009259,F5,MA22 P1,H3_Historical_Sera_2,0.7835,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,1,0.0003086,F6,MA22 P1,H3_Historical_Sera_2,0.7424,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,1,0.0001029,F7,MA22 P1,H3_Historical_Sera_2,0.7959,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,1,3.429e-05,F8,MA22 P1,H3_Historical_Sera_2,0.8266,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,1,1.143e-05,F9,MA22 P1,H3_Historical_Sera_2,0.7754,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,1,3.81e-06,F10,MA22 P1,H3_Historical_Sera_2,0.8602,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,2,0.025,G2,MA22 P1,H3_Historical_Sera_2,1.261,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,2,0.008333,G3,MA22 P1,H3_Historical_Sera_2,1.565,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,2,0.002778,G4,MA22 P1,H3_Historical_Sera_2,0.98,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,2,0.0009259,G5,MA22 P1,H3_Historical_Sera_2,0.8462,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,2,0.0003086,G6,MA22 P1,H3_Historical_Sera_2,0.8958,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,2,0.0001029,G7,MA22 P1,H3_Historical_Sera_2,0.841,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,2,3.429e-05,G8,MA22 P1,H3_Historical_Sera_2,0.8413,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,2,1.143e-05,G9,MA22 P1,H3_Historical_Sera_2,0.8354,24.12.20_H3_Neut_Rep2
85_1,Influenza H3 2022,2,3.81e-06,G10,MA22 P1,H3_Historical_Sera_2,0.9588,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,1,0.025,D2,MA22 P1,H3_Historical_Sera_2,4.069,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,1,0.008333,D3,MA22 P1,H3_Historical_Sera_2,2.141,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,1,0.002778,D4,MA22 P1,H3_Historical_Sera_2,1.028,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,1,0.0009259,D5,MA22 P1,H3_Historical_Sera_2,0.7215,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,1,0.0003086,D6,MA22 P1,H3_Historical_Sera_2,0.6631,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,1,0.0001029,D7,MA22 P1,H3_Historical_Sera_2,0.7702,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,1,3.429e-05,D8,MA22 P1,H3_Historical_Sera_2,0.7845,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,1,1.143e-05,D9,MA22 P1,H3_Historical_Sera_2,0.8198,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,1,3.81e-06,D10,MA22 P1,H3_Historical_Sera_2,0.8814,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,2,0.025,E2,MA22 P1,H3_Historical_Sera_2,4.399,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,2,0.008333,E3,MA22 P1,H3_Historical_Sera_2,2.515,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,2,0.002778,E4,MA22 P1,H3_Historical_Sera_2,1.212,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,2,0.0009259,E5,MA22 P1,H3_Historical_Sera_2,0.7098,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,2,0.0003086,E6,MA22 P1,H3_Historical_Sera_2,0.731,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,2,0.0001029,E7,MA22 P1,H3_Historical_Sera_2,0.8012,24.12.20_H3_Neut_Rep2
85_2,Influenza H3 2022,2,3.429e-05,E8,MA22 P1,H3_Historical_Sera_2,0.8171,24.12.20_H3_Neut_Rep2
