serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder
85_8,Influenza H3 2022,1,0.025,F2,MA22,H3_Historical_Sera_3,0.8235,2025.01.16_H3
85_8,Influenza H3 2022,1,0.008333,F3,MA22,H3_Historical_Sera_3,1.348,2025.01.16_H3
85_8,Influenza H3 2022,1,0.002778,F4,MA22,H3_Historical_Sera_3,1.644,2025.01.16_H3
85_8,Influenza H3 2022,1,0.0009259,F5,MA22,H3_Historical_Sera_3,1.948,2025.01.16_H3
85_8,Influenza H3 2022,1,0.0003086,F6,MA22,H3_Historical_Sera_3,1.701,2025.01.16_H3
85_8,Influenza H3 2022,1,0.0001029,F7,MA22,H3_Historical_Sera_3,1.151,2025.01.16_H3
85_8,Influenza H3 2022,1,3.429e-05,F8,MA22,H3_Historical_Sera_3,1.355,2025.01.16_H3
85_8,Influenza H3 2022,1,1.143e-05,F9,MA22,H3_Historical_Sera_3,1.485,2025.01.16_H3
85_8,Influenza H3 2022,1,3.81e-06,F10,MA22,H3_Historical_Sera_3,1.67,2025.01.16_H3
85_8,Influenza H3 2022,2,0.025,G2,MA22,H3_Historical_Sera_3,0.6883,2025.01.16_H3
85_8,Influenza H3 2022,2,0.008333,G3,MA22,H3_Historical_Sera_3,1.424,2025.01.16_H3
85_8,Influenza H3 2022,2,0.002778,G4,MA22,H3_Historical_Sera_3,1.547,2025.01.16_H3
85_8,Influenza H3 2022,2,0.0009259,G5,MA22,H3_Historical_Sera_3,1.761,2025.01.16_H3
85_8,Influenza H3 2022,2,0.0003086,G6,MA22,H3_Historical_Sera_3,1.906,2025.01.16_H3
85_8,Influenza H3 2022,2,0.0001029,G7,MA22,H3_Historical_Sera_3,1.886,2025.01.16_H3
85_8,Influenza H3 2022,2,3.429e-05,G8,MA22,H3_Historical_Sera_3,1.778,2025.01.16_H3
85_8,Influenza H3 2022,2,1.143e-05,G9,MA22,H3_Historical_Sera_3,1.685,2025.01.16_H3
85_8,Influenza H3 2022,2,3.81e-06,G10,MA22,H3_Historical_Sera_3,1.772,2025.01.16_H3
86_10,Influenza H3 2022,1,0.025,D2,MA22,H3_Historical_Sera_3,2.57,2025.01.16_H3
86_10,Influenza H3 2022,1,0.008333,D3,MA22,H3_Historical_Sera_3,3.117,2025.01.16_H3
86_10,Influenza H3 2022,1,0.002778,D4,MA22,H3_Historical_Sera_3,2.405,2025.01.16_H3
86_10,Influenza H3 2022,1,0.0009259,D5,MA22,H3_Historical_Sera_3,2.155,2025.01.16_H3
86_10,Influenza H3 2022,1,0.0003086,D6,MA22,H3_Historical_Sera_3,1.087,2025.01.16_H3
86_10,Influenza H3 2022,1,0.0001029,D7,MA22,H3_Historical_Sera_3,1.444,2025.01.16_H3
86_10,Influenza H3 2022,1,3.429e-05,D8,MA22,H3_Historical_Sera_3,0.9535,2025.01.16_H3
86_10,Influenza H3 2022,1,1.143e-05,D9,MA22,H3_Historical_Sera_3,1.145,2025.01.16_H3
86_10,Influenza H3 2022,1,3.81e-06,D10,MA22,H3_Historical_Sera_3,1.255,2025.01.16_H3
86_10,Influenza H3 2022,2,0.025,E2,MA22,H3_Historical_Sera_3,2.499,2025.01.16_H3
86_10,Influenza H3 2022,2,0.008333,E3,MA22,H3_Historical_Sera_3,3.464,2025.01.16_H3
86_10,Influenza H3 2022,2,0.002778,E4,MA22,H3_Historical_Sera_3,2.708,2025.01.16_H3
86_10,Influenza H3 2022,2,0.0009259,E5,MA22,H3_Historical_Sera_3,1.902,2025.01.16_H3
86_10,Influenza H3 2022,2,0.0003086,E6,MA22,H3_Historical_Sera_3,1.595,2025.01.16_H3
86_10,Influenza H3 2022,2,0.0001029,E7,MA22,H3_Historical_Sera_3,1.28,2025.01.16_H3
