Date_Read,Plate,Sample,SampleNum,Virus,PlateLayout,StartDil,DilFactor,Orientation,background,experiment_rep
2024.12.19,V3P1,85_1,1,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V3P1,85_6,2,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V3P1,86_2,3,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V3P2,85_3,1,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V3P2,87_4,2,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V3P2,85_7,3,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V3P3,85_8,1,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V3P3,86_8,2,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V3P3,86_12,3,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V3P4,87_7,1,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V3P4,87_8,2,RSV B 1992 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P1,85_1,1,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P1,85_6,2,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P1,86_2,3,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P2,85_3,1,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P2,87_4,2,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P2,85_7,3,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P3,85_8,1,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P3,86_8,2,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P3,86_12,3,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P4,87_7,1,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
2024.12.19,V4P4,87_8,2,RSV B 2019 ,layoutTM.csv,0.01,3,V,keep,RSV_Historical_Sera_1
