,serum,virus,replicate,nreplicates,ic50,ic50_bound,ic50_str,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
0,85_1,Influenza H3 2022,average,2,0.025,lower,>0.025,2269198.612429346,0.025,lower,101.84887706653453,1.0,0.0,-0.7499199519833863,0.7490957595290768
1,85_1,Influenza H3 1982,average,2,0.02485308210353145,interpolated,0.0249,0.02485308210353145,0.02485308210353145,interpolated,18.285665548507218,1.0,0.0,0.18501333153749877,0.3611995509118863
2,85_2,Influenza H3 2022,average,2,0.025,lower,>0.025,5416.899943300731,0.025,lower,1.5,1.0,0.0,-0.32686754104749305,1.4791628145208848
3,85_2,Influenza H3 1982,average,2,0.0009006514848171675,interpolated,0.000901,0.0009006514848171675,0.0009006514848171675,interpolated,0.516753072927416,1.0,0.0,0.8224769116131223,0.12717086317034
4,85_4,Influenza H3 2022,average,2,0.025,lower,>0.025,5521.870765672134,0.025,lower,1.5,1.0,0.0,-1.034632703465861,0.7299901472080494
5,85_4,Influenza H3 1982,average,2,0.014899801557785055,interpolated,0.0149,0.014899801557785055,0.014899801557785055,interpolated,4.354052014702873,1.0,0.0,0.8403628908760268,0.10816541391674014
6,85_6,Influenza H3 2022,average,2,0.025,lower,>0.025,53.041442978371116,0.025,lower,0.16624515375903604,1.0,0.0,0.07093530752687716,0.2481681071283752
7,85_6,Influenza H3 1982,average,2,0.0024504635245159246,interpolated,0.00245,0.0024504635245159246,0.0024504635245159246,interpolated,0.8110708297047584,1.0,0.0,0.886093787970682,0.10734696172183018
8,86_1,Influenza H3 2022,average,2,0.025,lower,>0.025,2606847.469873228,0.025,lower,115.4366843122455,1.0,0.0,-0.2592211800007098,0.6276440160101371
9,86_1,Influenza H3 1982,average,2,0.009587237851244577,interpolated,0.00959,0.009587237851244577,0.009587237851244577,interpolated,4.3426587651957025,1.0,0.0,0.6366767476600756,0.1637770173323978
10,86_2,Influenza H3 2022,average,2,0.025,lower,>0.025,2956.1352546294866,0.025,lower,1.8002726242870377,1.0,0.0,-0.13385884227856915,0.19106920437809005
11,86_2,Influenza H3 1982,average,2,0.025,lower,>0.025,4271106.871576449,0.025,lower,115.77414766910056,1.0,0.0,-0.07327229680932335,0.3128551466378295
12,86_4,Influenza H3 2022,average,2,0.014540217458583209,interpolated,0.0145,0.014540217458583209,0.014540217458583209,interpolated,0.42035666019950674,1.0,0.0,0.8134858906684033,0.09337556820066928
13,86_4,Influenza H3 1982,average,2,0.025,lower,>0.025,0.025985268273332335,0.025,lower,5.051422791873312,1.0,0.0,0.35096731734190223,0.11666606429013299
14,86_6,Influenza H3 2022,average,2,0.025,lower,>0.025,1613941.270592236,0.025,lower,110.2417410865268,1.0,0.0,-0.10119914865388457,0.8082029590737437
15,86_6,Influenza H3 1982,average,2,0.025,lower,>0.025,3122275.876749517,0.025,lower,100.7366978417525,1.0,0.0,-0.04758089028913859,0.5682267109173942
16,85_3,Influenza H3 2022,average,2,0.0015734241787192268,interpolated,0.00157,0.0015734241787192268,0.0015734241787192268,interpolated,0.4562916061420413,1.0,0.0,0.9147011761516787,0.07368277277574235
17,85_3,Influenza H3 1982,average,2,4.5202028130426576e-05,interpolated,4.52e-05,4.5202028130426576e-05,4.5202028130426576e-05,interpolated,2.004144081240327,1.0,0.0,0.9909860967850957,0.03651495102005545
