,serum,virus,replicate,nreplicates,ic50,ic50_bound,ic50_str,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
0,85_1,Influenza H3 2022,average,2,0.025,lower,>0.025,4304641.8193616085,0.025,lower,123.30687859539307,1.0,0.0,-0.02781868637093976,0.22810919595180237
1,85_1,Influenza H3 1982,average,2,0.025,lower,>0.025,0.027260445143674986,0.025,lower,16.076541581497086,1.0,0.0,0.002077915391020202,0.34356335911561325
2,85_2,Influenza H3 2022,average,2,0.025,lower,>0.025,1111550.53545211,0.025,lower,109.30970258969413,1.0,0.0,-0.11101927599880601,1.1808648656105123
3,85_2,Influenza H3 1982,average,2,0.001824832302826154,interpolated,0.00182,0.001824832302826154,0.001824832302826154,interpolated,0.544069181021864,1.0,0.0,0.7719400943806609,0.14898098521009082
4,85_4,Influenza H3 2022,average,2,0.025,lower,>0.025,2779181.2128628707,0.025,lower,104.79705617543729,1.0,0.0,-0.13253467991587242,0.35997787740668485
5,85_4,Influenza H3 1982,average,2,0.024043352930394436,interpolated,0.024,0.024043352930394436,0.024043352930394436,interpolated,23.435825196550553,1.0,0.0,0.09606440434096808,0.25932079447208767
6,85_6,Influenza H3 2022,average,2,0.025,lower,>0.025,210.37306759949934,0.025,lower,0.09668921806412106,1.0,0.0,0.23913344305731765,0.08835746068464281
7,85_6,Influenza H3 1982,average,2,0.00720018195845431,interpolated,0.0072,0.00720018195845431,0.00720018195845431,interpolated,2.25281281317403,1.0,0.0,0.9617794160003268,0.06334280397254843
8,86_1,Influenza H3 2022,average,2,0.025,lower,>0.025,2352712.1533299047,0.025,lower,113.71400895686247,1.0,0.0,-0.06167886702188197,0.5413565992024111
9,86_1,Influenza H3 1982,average,2,0.022001061142503792,interpolated,0.022,0.022001061142503792,0.022001061142503792,interpolated,23.566734316345656,1.0,0.0,0.801992046734751,0.12476621694654019
10,86_2,Influenza H3 2022,average,2,0.025,lower,>0.025,1755906.884409959,0.025,lower,143.96828314920765,1.0,0.0,-0.30025296096741316,0.20759044882760005
11,86_2,Influenza H3 1982,average,2,0.025,lower,>0.025,2718785.288469819,0.025,lower,109.16169535231052,1.0,0.0,-0.029828973303523743,0.385710425348113
12,86_4,Influenza H3 2022,average,2,0.025,lower,>0.025,0.24318481168400205,0.025,lower,0.14909194110629947,1.0,0.0,0.7231023329710895,0.05032032123507333
13,86_4,Influenza H3 1982,average,2,0.025,lower,>0.025,0.03015634232131057,0.025,lower,15.003608956190009,1.0,0.0,-0.08258208117387045,0.04570339841461686
14,86_6,Influenza H3 2022,average,2,0.025,lower,>0.025,2702384.5367126935,0.025,lower,107.35698522341102,1.0,0.0,-0.05568230987849643,0.8869739685206851
15,86_6,Influenza H3 1982,average,2,0.025,lower,>0.025,3031458.630707955,0.025,lower,106.65441487385702,1.0,0.0,-0.10708113322699875,0.7901634809750869
16,85_3,Influenza H3 2022,average,2,0.004238063815966754,interpolated,0.00424,0.004238063815966754,0.004238063815966754,interpolated,0.29390440661718276,1.0,0.0,0.858206418943207,0.0667416236960646
17,85_3,Influenza H3 1982,average,2,4.237215557037325e-05,interpolated,4.24e-05,4.237215557037325e-05,4.237215557037325e-05,interpolated,0.9941883169653962,1.0,0.0,0.9639599484514809,0.06321318671656638
18,87_4,Influenza H3 2022,average,2,0.025,lower,>0.025,0.08859246212790166,0.025,lower,1.5243998577409155,1.0,0.0,-0.9545338711929701,0.12317912809308383
19,87_4,Influenza H3 1982,average,2,0.025,lower,>0.025,11515.715949715222,0.025,lower,1.5,1.0,0.0,-0.0141696359464345,0.17559431860400096
20,85_7,Influenza H3 2022,average,2,0.005532654536503351,interpolated,0.00553,0.005532654536503351,0.005532654536503351,interpolated,0.28327938964357474,1.0,0.0,0.8224920315248204,0.07260207661930822
21,85_7,Influenza H3 1982,average,2,0.00011881572327005822,interpolated,0.000119,0.00011881572327005822,0.00011881572327005822,interpolated,0.8562307819597563,1.0,0.0,0.9429173554584453,0.08444798615338962
22,85_8,Influenza H3 2022,average,2,0.005166807468893772,interpolated,0.00517,0.005166807468893772,0.005166807468893772,interpolated,0.3758857811723968,1.0,0.0,0.7996645590122816,0.09291447154266237
23,85_8,Influenza H3 1982,average,2,0.0019424610683996385,interpolated,0.00194,0.0019424610683996385,0.0019424610683996385,interpolated,0.2785776029578872,1.0,0.0,0.7316943041930029,0.10532725506939822
24,86_7,Influenza H3 2022,average,2,0.025,lower,>0.025,2943238.488484117,0.025,lower,112.8225282201158,1.0,0.0,-0.04765705537445464,0.5130924174930759
25,86_7,Influenza H3 1982,average,2,0.025,lower,>0.025,1590708.691949566,0.025,lower,116.0697297534278,1.0,0.0,-0.4146503255221383,0.8001408162525726
26,86_8,Influenza H3 2022,average,2,0.025,lower,>0.025,6376.279268067698,0.025,lower,1.5,1.0,0.0,-0.0065535784738295355,0.24696684485839754
27,86_8,Influenza H3 1982,average,2,0.004706500411810925,interpolated,0.00471,0.004706500411810925,0.004706500411810925,interpolated,1.2241601192828775,1.0,0.0,0.8490003884680497,0.11360686638140255
28,86_9,Influenza H3 2022,average,2,0.025,lower,>0.025,0.1450812374010574,0.025,lower,0.2630631647088208,1.0,0.0,0.7513291529588636,0.061747402578525304
29,86_9,Influenza H3 1982,average,2,0.0011932444520548926,interpolated,0.00119,0.0011932444520548926,0.0011932444520548926,interpolated,0.5309934813531114,1.0,0.0,0.7792206658840565,0.14166864329035742
30,86_10,Influenza H3 2022,average,2,0.025,lower,>0.025,5554.603245878963,0.025,lower,1.5,1.0,0.0,-0.6181194787618174,0.5371373659207503
31,86_10,Influenza H3 1982,average,2,0.0007629686380933521,interpolated,0.000763,0.0007629686380933521,0.0007629686380933521,interpolated,2.7474208487613376,1.0,0.0,0.9976925512033191,0.022177928379222965
32,86_12,Influenza H3 2022,average,2,0.007016109951568652,interpolated,0.00702,0.007016109951568652,0.007016109951568652,interpolated,0.5538405413126153,1.0,0.0,0.7984617181091199,0.09704680714122571
33,86_12,Influenza H3 1982,average,2,0.00031283601354105585,interpolated,0.000313,0.00031283601354105585,0.00031283601354105585,interpolated,0.9919791179428272,1.0,0.0,0.955045640920614,0.08235658956164878
34,87_7,Influenza H3 2022,average,2,0.025,lower,>0.025,0.4787278909536694,0.025,lower,0.1347286982754842,1.0,0.0,0.6783496744825003,0.049618999147463996
35,87_7,Influenza H3 1982,average,2,0.010075687861859119,interpolated,0.0101,0.010075687861859119,0.010075687861859119,interpolated,0.3209669223600473,1.0,0.0,0.5605323544368306,0.14261503181272545
36,87_8,Influenza H3 2022,average,2,0.025,lower,>0.025,458.1837525635184,0.025,lower,0.09702682780698464,1.0,0.0,0.13629718696455617,0.12156999087409852
37,87_8,Influenza H3 1982,average,2,0.0018475991592980928,interpolated,0.00185,0.0018475991592980928,0.0018475991592980928,interpolated,1.9747147587574532,1.0,0.0,0.9906756737544719,0.04022016861081293
38,87_9,Influenza H3 2022,average,2,0.0017879907878781878,interpolated,0.00179,0.0017879907878781878,0.0017879907878781878,interpolated,0.6901731441537198,1.0,0.0,0.9197934213879394,0.08424413138174386
39,87_9,Influenza H3 1982,average,2,0.0041491684000084334,interpolated,0.00415,0.0041491684000084334,0.0041491684000084334,interpolated,0.5022748673954752,1.0,0.0,0.9441024930753936,0.05657963966832835
